Customer ID,Subscription Type,Device Type,Device Make/Model,Address,City,State,Zipcode,Days Before Perks,Days After Perks,Total Data Usage (GB),Usage Days,Peak Hours,Received Regular Perks,Perks Description,Content Type,Content Title,Content URL,PlusPlayStatus,StreamingHours,DataUsageGB,Offer_DiscountedUpgrade,Offer_BundleSavings,Offer_FamilyPlanPerk,Offer_DataBoost,Offer_ExclusiveContent,Offer_LimitedTime,Offer_LoyaltyRewards,Offer_GiftingOpportunity,Offer_StudentDiscount,Offer_WeekendStreamingPass
255665,Premium,Mobile,iPhone 14,3004 Main St,Houston,IL,32542,29,29,82.53,['Sunday'],"[17, 7, 18, 0]",False,,Series,Narcos,https://www.netflix.com/title/narcos,0,98,454.9,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
583315,Standard,Mobile,iPhone 14,8759 Main St,Los Angeles,TX,10453,14,24,84.05,"['Thursday', 'Sunday', 'Monday', 'Saturday', 'Wednesday']","[1, 16, 15, 18]",False,,Movie,Don't Look Up,https://www.netflix.com/title/don%27t-look-up,1,95,308.41,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Eligible for Free Netflix Standard on Family Plan,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Not Eligible,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
460559,Premium,Setup Box,Verizon VMS1100,3000 Main St,Chicago,IL,70426,18,5,87.19,"['Tuesday', 'Monday']","[12, 9, 6]",True,Free HD Streaming Upgrade,Series,Stranger Things,https://www.netflix.com/title/stranger-things,1,68,491.31,Not Eligible,Eligible for $10 Bundle Savings,Not Eligible,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Not Eligible,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
692886,Standard with Ads,Wi-Fi Router,Verizon Quantum Gateway,6745 Main St,Chicago,TX,20758,12,16,62.36,"['Tuesday', 'Monday', 'Sunday', 'Thursday', 'Friday', 'Saturday']","[23, 21]",False,,Movie,Bird Box,https://www.netflix.com/title/bird-box,1,15,376.61,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Not Eligible,Not Eligible,Eligible for Exclusive Netflix Content Access,Eligible for First Month Free on Premium,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Eligible for 30% Student Discount,Not Eligible
247910,Premium,Setup Box,Verizon VMS1100,4576 Main St,Phoenix,CA,47262,17,2,22.17,"['Thursday', 'Tuesday', 'Wednesday', 'Friday', 'Saturday', 'Sunday', 'Monday']","[3, 11]",True,Discounted Subscription,Movie,The Irishman,https://www.netflix.com/title/the-irishman,0,28,444.29,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
914119,Premium,Mobile,iPhone 14,5976 Main St,New York,CA,28198,21,22,27.58,"['Friday', 'Tuesday', 'Thursday']","[23, 5, 18, 8]",False,,Movie,Marriage Story,https://www.netflix.com/title/marriage-story,1,55,337.75,Not Eligible,Eligible for $10 Bundle Savings,Not Eligible,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Not Eligible,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
590784,Standard with Ads,Mobile,Samsung Galaxy S23,1042 Main St,New York,IL,25652,29,15,12.04,['Monday'],"[1, 8]",True,Bundled Streaming Services,Live Event,The Oscars,https://www.netflix.com/title/the-oscars,0,28,298.77,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
912515,Standard,Mobile,Samsung Galaxy S23,6831 Main St,Los Angeles,TX,51876,16,6,29.26,"['Monday', 'Thursday', 'Saturday', 'Friday', 'Tuesday', 'Wednesday']","[12, 3, 16, 9]",False,,Movie,Enola Holmes,https://www.netflix.com/title/enola-holmes,0,24,390.26,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
979448,Standard,Mobile,Samsung Galaxy S23,8378 Main St,Chicago,AZ,72930,19,14,62.7,['Saturday'],[19],True,Discounted Subscription,Series,The Witcher,https://www.netflix.com/title/the-witcher,1,18,453.42,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Eligible for Free Netflix Standard on Family Plan,Not Eligible,Eligible for Exclusive Netflix Content Access,Not Eligible,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Not Eligible
113260,Premium,Wi-Fi Router,Verizon Quantum Gateway,8922 Main St,Los Angeles,CA,32241,27,10,44.83,"['Saturday', 'Friday']","[7, 12, 5]",False,,Movie,The Old Guard,https://www.netflix.com/title/the-old-guard,0,96,324.67,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
880978,Standard with Ads,Setup Box,Verizon VMS4100,8951 Main St,New York,NY,47871,28,21,43.66,"['Wednesday', 'Thursday']","[17, 16, 4]",False,,Movie,The Old Guard,https://www.netflix.com/title/the-old-guard,1,76,414.05,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Not Eligible,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Eligible for First Month Free on Premium,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Eligible for 30% Student Discount,Eligible for Unlimited Weekend Streaming
215749,Standard with Ads,Wi-Fi Router,Verizon 5G Home Router,6142 Main St,Houston,CA,40674,12,6,65.64,"['Friday', 'Sunday', 'Monday', 'Wednesday', 'Thursday', 'Saturday', 'Tuesday']","[8, 22, 14, 23]",False,,Movie,Marriage Story,https://www.netflix.com/title/marriage-story,1,30,475.76,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Not Eligible,Not Eligible,Eligible for Exclusive Netflix Content Access,Eligible for First Month Free on Premium,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Eligible for 30% Student Discount,Eligible for Unlimited Weekend Streaming
142610,Premium,Mobile,iPhone 14,9199 Main St,Phoenix,TX,43578,8,5,58.38,"['Saturday', 'Wednesday', 'Sunday', 'Tuesday', 'Thursday', 'Monday']","[2, 16, 12, 10]",False,,Live Event,Grammy Awards,https://www.netflix.com/title/grammy-awards,0,72,495.64,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
899027,Premium,Wi-Fi Router,Verizon Quantum Gateway,6299 Main St,Chicago,NY,28956,24,25,17.04,['Sunday'],"[18, 8]",True,Bundled Streaming Services,Movie,Enola Holmes,https://www.netflix.com/title/enola-holmes,1,25,459.44,Not Eligible,Eligible for $10 Bundle Savings,Not Eligible,Not Eligible,Eligible for Exclusive Netflix Content Access,Not Eligible,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
657019,Premium,Mobile,iPhone 14,6906 Main St,Phoenix,IL,61038,14,1,74.51,"['Thursday', 'Wednesday', 'Saturday', 'Friday']","[12, 20, 10]",False,,Live Event,Grammy Awards,https://www.netflix.com/title/grammy-awards,0,45,359.43,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
756295,Premium,Wi-Fi Router,Verizon Quantum Gateway,1058 Main St,New York,TX,86468,28,14,47.51,['Saturday'],[8],False,,Live Event,Netflix Global Fan Event: TUDUM,https://www.netflix.com/title/netflix-global-fan-event%3A-tudum,1,25,233.78,Not Eligible,Eligible for $10 Bundle Savings,Not Eligible,Not Eligible,Eligible for Exclusive Netflix Content Access,Not Eligible,Not Eligible,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
333395,Premium,Setup Box,Verizon VMS1100,3866 Main St,New York,NY,69951,15,18,32.31,"['Sunday', 'Friday', 'Monday', 'Tuesday', 'Saturday', 'Thursday', 'Wednesday']",[17],False,,Movie,Marriage Story,https://www.netflix.com/title/marriage-story,1,88,358.7,Not Eligible,Eligible for $10 Bundle Savings,Not Eligible,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Not Eligible,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
564300,Standard,Wi-Fi Router,Verizon Quantum Gateway,9877 Main St,Chicago,NY,78639,15,22,20.43,"['Wednesday', 'Sunday']","[9, 22, 20, 12]",False,,Live Event,Super Bowl Halftime Show,https://www.netflix.com/title/super-bowl-halftime-show,0,14,110.4,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
998346,Standard,Wi-Fi Router,Verizon 5G Home Router,5626 Main St,Chicago,NY,84648,16,11,51.45,"['Wednesday', 'Saturday', 'Thursday', 'Sunday']","[22, 14, 8, 17]",True,Unlimited Data Streaming,Movie,Enola Holmes,https://www.netflix.com/title/enola-holmes,0,30,175.91,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
910096,Standard,Wi-Fi Router,Verizon Quantum Gateway,9391 Main St,Chicago,CA,50346,18,12,18.07,"['Thursday', 'Monday', 'Saturday', 'Wednesday', 'Friday']","[22, 20, 7, 19]",True,Discounted Subscription,Series,Ozark,https://www.netflix.com/title/ozark,1,73,408.72,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Eligible for Free Netflix Standard on Family Plan,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Not Eligible,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
743399,Standard with Ads,Setup Box,Verizon VMS1100,3902 Main St,Houston,NY,57100,14,29,74.0,"['Wednesday', 'Thursday', 'Friday', 'Tuesday', 'Saturday', 'Sunday', 'Monday']",[21],False,,Series,Bridgerton,https://www.netflix.com/title/bridgerton,1,64,432.58,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Not Eligible,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Eligible for First Month Free on Premium,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Eligible for 30% Student Discount,Eligible for Unlimited Weekend Streaming
115586,Standard,Wi-Fi Router,Verizon 5G Home Router,2979 Main St,Houston,TX,84489,8,21,46.39,['Thursday'],"[13, 4, 10]",True,Free HD Streaming Upgrade,Movie,Enola Holmes,https://www.netflix.com/title/enola-holmes,0,49,463.16,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
430176,Standard,Setup Box,Verizon VMS4100,9471 Main St,Houston,CA,11426,10,9,88.82,"['Friday', 'Tuesday', 'Wednesday', 'Saturday', 'Thursday', 'Monday', 'Sunday']","[20, 10, 7]",False,,Series,Ozark,https://www.netflix.com/title/ozark,0,32,299.82,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
822413,Premium,Setup Box,Verizon VMS4100,1718 Main St,New York,IL,21403,21,1,61.28,"['Monday', 'Sunday', 'Tuesday', 'Wednesday', 'Saturday', 'Friday']","[10, 1]",False,,Series,Stranger Things,https://www.netflix.com/title/stranger-things,1,3,493.53,Not Eligible,Eligible for $10 Bundle Savings,Not Eligible,Not Eligible,Eligible for Exclusive Netflix Content Access,Not Eligible,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Not Eligible
746376,Premium,Wi-Fi Router,Verizon 5G Home Router,4027 Main St,New York,CA,62875,12,17,26.1,"['Wednesday', 'Sunday', 'Saturday', 'Friday', 'Thursday', 'Tuesday']","[14, 21, 15]",True,Priority Customer Support,Series,The Witcher,https://www.netflix.com/title/the-witcher,1,13,259.5,Not Eligible,Eligible for $10 Bundle Savings,Not Eligible,Not Eligible,Eligible for Exclusive Netflix Content Access,Not Eligible,Not Eligible,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Not Eligible
234794,Premium,Wi-Fi Router,Verizon 5G Home Router,2299 Main St,Chicago,CA,74527,29,20,46.1,"['Sunday', 'Thursday', 'Wednesday', 'Monday', 'Friday', 'Saturday', 'Tuesday']",[11],True,Discounted Subscription,Movie,Army of the Dead,https://www.netflix.com/title/army-of-the-dead,1,85,340.91,Not Eligible,Eligible for $10 Bundle Savings,Not Eligible,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Not Eligible,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
442057,Premium,Setup Box,Verizon VMS4100,6827 Main St,Phoenix,AZ,52054,9,3,41.35,"['Friday', 'Wednesday', 'Monday', 'Tuesday', 'Thursday', 'Saturday', 'Sunday']","[4, 20, 18, 1]",True,Priority Customer Support,Live Event,World Cup Final,https://www.netflix.com/title/world-cup-final,1,38,203.43,Not Eligible,Eligible for $10 Bundle Savings,Not Eligible,Not Eligible,Eligible for Exclusive Netflix Content Access,Not Eligible,Not Eligible,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
844732,Premium,Wi-Fi Router,Verizon 5G Home Router,3868 Main St,New York,TX,34177,25,16,69.31,"['Monday', 'Sunday', 'Tuesday', 'Thursday', 'Saturday', 'Wednesday', 'Friday']","[22, 20, 12, 17]",False,,Movie,Don't Look Up,https://www.netflix.com/title/don%27t-look-up,1,61,151.63,Not Eligible,Eligible for $10 Bundle Savings,Not Eligible,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Not Eligible,Not Eligible,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
789526,Premium,Mobile,iPhone 14,3607 Main St,New York,IL,78425,19,28,22.95,"['Friday', 'Tuesday', 'Thursday', 'Saturday', 'Wednesday']","[18, 1]",False,,Movie,6 Underground,https://www.netflix.com/title/6-underground,0,94,423.31,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
218227,Standard,Wi-Fi Router,Verizon 5G Home Router,5501 Main St,Chicago,NY,12718,13,19,32.93,['Sunday'],"[0, 13, 16, 3]",False,,Series,The Umbrella Academy,https://www.netflix.com/title/the-umbrella-academy,0,58,484.36,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
414030,Premium,Wi-Fi Router,Verizon Quantum Gateway,9366 Main St,New York,NY,55114,28,7,68.29,"['Sunday', 'Tuesday', 'Friday', 'Saturday']","[4, 12, 9]",True,Discounted Subscription,Series,The Witcher,https://www.netflix.com/title/the-witcher,1,86,167.82,Not Eligible,Eligible for $10 Bundle Savings,Not Eligible,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Not Eligible,Not Eligible,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
899760,Standard with Ads,Wi-Fi Router,Verizon Quantum Gateway,3258 Main St,Phoenix,TX,18721,12,1,10.55,"['Thursday', 'Sunday']","[6, 1]",False,,Series,Money Heist,https://www.netflix.com/title/money-heist,0,95,386.35,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
730800,Standard,Wi-Fi Router,Verizon 5G Home Router,4738 Main St,New York,NY,40264,9,28,35.5,"['Tuesday', 'Thursday', 'Monday', 'Sunday']",[3],True,Unlimited Data Streaming,Movie,Bird Box,https://www.netflix.com/title/bird-box,0,20,102.53,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
114374,Standard,Setup Box,Verizon VMS1100,6393 Main St,Chicago,NY,51573,11,18,17.1,"['Tuesday', 'Friday', 'Thursday', 'Saturday', 'Monday']","[20, 8, 21]",True,Priority Customer Support,Live Event,World Cup Final,https://www.netflix.com/title/world-cup-final,0,10,406.12,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
947314,Standard with Ads,Mobile,iPhone 14,8559 Main St,Houston,AZ,74221,26,1,40.56,"['Monday', 'Thursday', 'Tuesday', 'Wednesday', 'Sunday', 'Saturday']","[20, 17, 11, 16]",False,,Live Event,World Cup Final,https://www.netflix.com/title/world-cup-final,1,42,446.21,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Not Eligible,Not Eligible,Eligible for Exclusive Netflix Content Access,Eligible for First Month Free on Premium,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Eligible for 30% Student Discount,Eligible for Unlimited Weekend Streaming
961821,Standard with Ads,Mobile,Google Pixel 7,4552 Main St,Phoenix,TX,43760,22,5,67.57,['Sunday'],"[8, 1, 22, 13]",True,Unlimited Data Streaming,Live Event,Grammy Awards,https://www.netflix.com/title/grammy-awards,0,60,393.31,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
112520,Standard,Mobile,Google Pixel 7,4527 Main St,Los Angeles,AZ,95189,17,3,12.54,['Friday'],"[3, 2]",False,,Movie,Army of the Dead,https://www.netflix.com/title/army-of-the-dead,0,35,190.33,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
291498,Standard with Ads,Setup Box,Verizon VMS4100,5511 Main St,Chicago,AZ,92487,17,21,80.16,"['Tuesday', 'Wednesday']","[7, 1]",False,,Movie,The Irishman,https://www.netflix.com/title/the-irishman,1,82,192.66,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Not Eligible,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Eligible for First Month Free on Premium,Not Eligible,Eligible to Gift 3-Month Netflix Subscription,Eligible for 30% Student Discount,Eligible for Unlimited Weekend Streaming
803734,Standard with Ads,Mobile,iPhone 14,1504 Main St,Phoenix,TX,75221,24,14,93.8,"['Wednesday', 'Tuesday', 'Friday', 'Sunday']","[20, 16, 19]",False,,Movie,The Irishman,https://www.netflix.com/title/the-irishman,0,10,364.99,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
894816,Premium,Setup Box,Verizon VMS1100,3483 Main St,Phoenix,CA,40595,30,7,77.17,"['Saturday', 'Thursday']","[18, 11, 15, 5]",True,Bundled Streaming Services,Live Event,Netflix Global Fan Event: TUDUM,https://www.netflix.com/title/netflix-global-fan-event%3A-tudum,1,7,297.41,Not Eligible,Eligible for $10 Bundle Savings,Not Eligible,Not Eligible,Eligible for Exclusive Netflix Content Access,Not Eligible,Not Eligible,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Not Eligible
298243,Premium,Wi-Fi Router,Verizon 5G Home Router,4514 Main St,New York,IL,50329,23,6,81.03,"['Saturday', 'Monday', 'Wednesday', 'Thursday', 'Sunday', 'Friday']","[23, 17, 22, 18]",False,,Live Event,New Year's Eve Countdown,https://www.netflix.com/title/new-year%27s-eve-countdown,1,75,403.83,Not Eligible,Eligible for $10 Bundle Savings,Not Eligible,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Not Eligible,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
855827,Standard,Wi-Fi Router,Verizon Quantum Gateway,8945 Main St,Chicago,CA,22603,20,9,41.4,"['Tuesday', 'Thursday', 'Monday']",[7],False,,Live Event,Billboard Music Awards,https://www.netflix.com/title/billboard-music-awards,0,41,414.07,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
294834,Premium,Setup Box,Verizon VMS4100,3559 Main St,Chicago,NY,41472,4,23,76.82,"['Friday', 'Saturday', 'Wednesday', 'Tuesday', 'Thursday']","[0, 2]",True,Priority Customer Support,Live Event,Billboard Music Awards,https://www.netflix.com/title/billboard-music-awards,0,65,220.02,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
816532,Standard,Setup Box,Verizon VMS4100,8656 Main St,Los Angeles,TX,62942,14,23,19.88,['Monday'],[4],False,,Series,Breaking Bad,https://www.netflix.com/title/breaking-bad,1,77,258.75,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Eligible for Free Netflix Standard on Family Plan,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Not Eligible,Not Eligible,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
569424,Standard with Ads,Mobile,Samsung Galaxy S23,2599 Main St,Los Angeles,IL,53414,30,15,22.56,"['Tuesday', 'Monday', 'Thursday', 'Sunday', 'Friday', 'Saturday', 'Wednesday']",[17],True,Bundled Streaming Services,Series,Narcos,https://www.netflix.com/title/narcos,1,31,254.31,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Not Eligible,Not Eligible,Eligible for Exclusive Netflix Content Access,Eligible for First Month Free on Premium,Not Eligible,Eligible to Gift 3-Month Netflix Subscription,Eligible for 30% Student Discount,Eligible for Unlimited Weekend Streaming
245620,Premium,Mobile,iPhone 14,9943 Main St,New York,IL,58741,19,23,42.64,"['Thursday', 'Wednesday', 'Tuesday', 'Saturday', 'Sunday', 'Friday']",[5],True,Discounted Subscription,Series,The Witcher,https://www.netflix.com/title/the-witcher,0,29,387.77,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
515045,Standard,Wi-Fi Router,Verizon 5G Home Router,5542 Main St,Los Angeles,NY,16439,27,21,66.76,['Tuesday'],[0],True,Bundled Streaming Services,Live Event,New Year's Eve Countdown,https://www.netflix.com/title/new-year%27s-eve-countdown,0,20,371.25,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
574402,Premium,Mobile,iPhone 14,2461 Main St,Phoenix,AZ,27693,7,24,64.7,"['Monday', 'Thursday', 'Friday', 'Saturday', 'Sunday']","[3, 4, 0, 12]",False,,Live Event,Concert Live Stream: BTS,https://www.netflix.com/title/concert-live-stream%3A-bts,0,27,376.21,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
703581,Premium,Mobile,iPhone 14,3802 Main St,Houston,CA,54854,24,6,43.47,"['Thursday', 'Monday']",[5],False,,Live Event,Golden Globe Awards,https://www.netflix.com/title/golden-globe-awards,0,81,368.16,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
272687,Premium,Setup Box,Verizon VMS1100,4641 Main St,Los Angeles,NY,98273,3,4,74.74,"['Friday', 'Wednesday', 'Tuesday', 'Saturday', 'Monday', 'Sunday']","[18, 0, 8]",True,Unlimited Data Streaming,Movie,Marriage Story,https://www.netflix.com/title/marriage-story,0,78,365.5,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
206848,Standard with Ads,Setup Box,Verizon VMS4100,9323 Main St,New York,NY,43888,5,5,50.21,"['Saturday', 'Sunday', 'Thursday', 'Friday', 'Monday', 'Wednesday', 'Tuesday']",[7],True,Unlimited Data Streaming,Series,Breaking Bad,https://www.netflix.com/title/breaking-bad,1,19,342.01,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Not Eligible,Not Eligible,Eligible for Exclusive Netflix Content Access,Eligible for First Month Free on Premium,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Eligible for 30% Student Discount,Not Eligible
580144,Standard with Ads,Setup Box,Verizon VMS1100,8200 Main St,Houston,AZ,94258,2,23,85.46,"['Friday', 'Wednesday', 'Sunday', 'Monday', 'Tuesday', 'Saturday']","[6, 15, 13]",True,Discounted Subscription,Series,The Umbrella Academy,https://www.netflix.com/title/the-umbrella-academy,0,8,286.23,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
100239,Standard,Setup Box,Verizon VMS1100,7812 Main St,Los Angeles,CA,65686,19,27,95.88,"['Saturday', 'Tuesday', 'Thursday', 'Friday', 'Sunday', 'Wednesday', 'Monday']","[22, 0]",False,,Live Event,Super Bowl Halftime Show,https://www.netflix.com/title/super-bowl-halftime-show,0,72,244.03,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
329941,Premium,Mobile,iPhone 14,7066 Main St,Phoenix,AZ,63730,14,12,80.54,"['Thursday', 'Wednesday']","[6, 9, 8]",False,,Live Event,World Cup Final,https://www.netflix.com/title/world-cup-final,0,96,335.57,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
760100,Standard with Ads,Mobile,Google Pixel 7,6126 Main St,Chicago,IL,36527,12,26,20.41,"['Thursday', 'Saturday', 'Monday', 'Wednesday']",[11],False,,Series,Money Heist,https://www.netflix.com/title/money-heist,1,28,185.24,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Not Eligible,Not Eligible,Eligible for Exclusive Netflix Content Access,Eligible for First Month Free on Premium,Not Eligible,Eligible to Gift 3-Month Netflix Subscription,Eligible for 30% Student Discount,Eligible for Unlimited Weekend Streaming
359717,Standard,Wi-Fi Router,Verizon Quantum Gateway,5499 Main St,New York,AZ,84356,27,9,38.69,"['Monday', 'Saturday']",[16],True,Discounted Subscription,Movie,Army of the Dead,https://www.netflix.com/title/army-of-the-dead,1,53,317.21,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Eligible for Free Netflix Standard on Family Plan,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Not Eligible,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
567490,Standard,Wi-Fi Router,Verizon 5G Home Router,4470 Main St,New York,CA,90940,11,27,79.97,['Saturday'],[4],False,,Live Event,Concert Live Stream: Taylor Swift,https://www.netflix.com/title/concert-live-stream%3A-taylor-swift,0,98,451.55,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
